X: 19, Y: -40, Z: 24
X: -16, Y: -30, Z: 43
X: 27, Y: -50, Z: 9
X: -26, Y: -44, Z: 17
X: -8, Y: -63, Z: -2
X: 32, Y: -84, Z: -4
X: 11, Y: -68, Z: -3
X: 0, Y: -68, Z: 34
X: -16, Y: -29, Z: 47
X: -19, Y: -65, Z: -7
X: 17, Y: -18, Z: -8
X: -23, Y: -59, Z: -25
X: 15, Y: -55, Z: 20
X: -22, Y: -12, Z: 11
X: -19, Y: -59, Z: 17
X: -3, Y: -29, Z: -28
X: -12, Y: -54, Z: 17
X: -8, Y: -78, Z: -42
X: 16, Y: -48, Z: -7
X: -49, Y: -16, Z: 47
X: 0, Y: -37, Z: 14
X: -7, Y: -38, Z: 45
X: -24, Y: -18, Z: -10
X: -3, Y: -10, Z: 35
X: 1, Y: -47, Z: 21
X: -8, Y: -19, Z: 27
X: 0, Y: -60, Z: 28
X: -5, Y: -51, Z: 39
X: -16, Y: -83, Z: -2
X: 0, Y: -58, Z: 26
X: 1, Y: -29, Z: 12
X: -15, Y: -65, Z: 18
X: -19, Y: -27, Z: 14
X: -2, Y: -38, Z: 15
X: -12, Y: -80, Z: 18
X: -14, Y: -47, Z: 41
X: -10, Y: -32, Z: 15
X: -18, Y: -16, Z: 9
X: -27, Y: -33, Z: 31
X: -1, Y: 1, Z: 41
X: 6, Y: -51, Z: 32
X: -26, Y: -20, Z: -20
X: -12, Y: -32, Z: 13
X: 25, Y: -46, Z: 5
X: -14, Y: -23, Z: -17
X: 3, Y: -47, Z: 15
X: 15, Y: -32, Z: 3
X: -22, Y: -30, Z: -16
X: -2, Y: -49, Z: -14
X: 13, Y: -40, Z: 35
X: -5, Y: -54, Z: 22
X: 9, Y: -56, Z: 46
X: -9, Y: -78, Z: 1
X: -8, Y: -8, Z: 10
X: -6, Y: -74, Z: 16
X: -26, Y: -67, Z: 10
X: -3, Y: -71, Z: -2
X: -34, Y: -73, Z: -3
X: 8, Y: -44, Z: -8
X: 13, Y: -44, Z: 35
X: 15, Y: -47, Z: 4
X: 4, Y: -70, Z: 13
X: -10, Y: -11, Z: 26
X: -9, Y: -5, Z: 9
X: 7, Y: -41, Z: 7
X: 28, Y: -41, Z: 22
X: -6, Y: -48, Z: 17
X: -14, Y: -42, Z: 13
X: 4, Y: -75, Z: 33
X: -11, Y: -53, Z: -22
X: 2, Y: -52, Z: -23
X: 13, Y: -40, Z: 21
X: -1, Y: -32, Z: 34
X: -39, Y: -54, Z: -32
X: -12, Y: -47, Z: 32
X: -23, Y: -72, Z: -8
X: 8, Y: -11, Z: 29
X: -2, Y: -11, Z: 20
X: -26, Y: -41, Z: -38
X: -15, Y: -57, Z: 12
X: -13, Y: -53, Z: 38
X: -10, Y: -25, Z: 22
X: -11, Y: -61, Z: 41
X: 3, Y: -49, Z: -23
X: -37, Y: 6, Z: 25
X: 6, Y: -7, Z: -21
X: 0, Y: -41, Z: 7
X: 3, Y: -32, Z: -2
X: 3, Y: -48, Z: 29
X: -1, Y: -52, Z: 22
X: 9, Y: -57, Z: -17
X: -29, Y: -19, Z: 16
X: -2, Y: -41, Z: 7
X: 4, Y: -70, Z: 38
X: 12, Y: -35, Z: 30
X: 2, Y: -32, Z: 19
X: 15, Y: -29, Z: -16
X: 0, Y: -47, Z: 33
X: -11, Y: -13, Z: -5
X: -21, Y: -23, Z: 7
X: -6, Y: -23, Z: 4
X: 1, Y: -64, Z: 4
X: 23, Y: -51, Z: 9
X: 1, Y: -64, Z: -9
X: -10, Y: -92, Z: 14
X: -31, Y: -43, Z: 14
X: -1, Y: -4, Z: 5
X: 18, Y: -14, Z: -9
X: -14, Y: -40, Z: 10
X: -9, Y: -39, Z: 23
X: -5, Y: -67, Z: 20
X: -16, Y: -19, Z: 11
X: 26, Y: -65, Z: 36
X: 3, Y: -19, Z: 19
X: -3, Y: -16, Z: -18
X: -14, Y: -23, Z: 47
X: 6, Y: -62, Z: 27
X: -7, Y: -67, Z: 61
X: -24, Y: -22, Z: -5
X: 10, Y: -61, Z: 18
X: -26, Y: -64, Z: 26
X: 0, Y: -36, Z: 8
X: 34, Y: -38, Z: 9
X: -9, Y: -25, Z: 26
X: 13, Y: -52, Z: 14
X: -6, Y: -17, Z: 31
X: 20, Y: -63, Z: 2
X: -5, Y: -52, Z: 20
X: -2, Y: -27, Z: 46
X: 10, Y: -10, Z: 33
X: -3, Y: -44, Z: 15
X: -11, Y: -89, Z: 5
X: 5, Y: -31, Z: -2
X: -9, Y: -15, Z: -5
X: 11, Y: -35, Z: 30
X: -25, Y: -52, Z: 52
X: 18, Y: -57, Z: -9
X: -4, Y: -38, Z: 12
X: -12, Y: -39, Z: 17
X: -2, Y: -31, Z: 2
X: 0, Y: -19, Z: -45
X: 12, Y: -31, Z: -16
X: -30, Y: -44, Z: 15
X: 18, Y: -83, Z: -3
X: -11, Y: -12, Z: -12
X: -24, Y: -44, Z: 4
X: 23, Y: -24, Z: -9
X: -21, Y: -65, Z: 6
X: -15, Y: -59, Z: 28
X: -4, Y: -5, Z: 2
X: -14, Y: -42, Z: 62
X: -5, Y: -46, Z: 8
X: -11, Y: -12, Z: 0
X: 0, Y: -65, Z: 19
X: -7, Y: -98, Z: 15
X: -18, Y: -79, Z: 28
X: -12, Y: -62, Z: 31
X: 7, Y: -31, Z: 28
X: 19, Y: -28, Z: -17
X: -19, Y: 25, Z: 33
X: -10, Y: -43, Z: 11
X: 15, Y: -51, Z: 22
X: -2, Y: -52, Z: 21
X: -13, Y: -8, Z: 44
X: -10, Y: -59, Z: 11
X: -1, Y: -35, Z: 28
X: -18, Y: -87, Z: 21
X: -36, Y: -34, Z: 15
X: 7, Y: -41, Z: -15
X: -32, Y: -40, Z: 23
X: 27, Y: -87, Z: -35
X: -1, Y: -38, Z: 50
X: 8, Y: -61, Z: 6
X: 6, Y: -25, Z: 1
X: -23, Y: -54, Z: 20
X: -4, Y: -62, Z: 22
X: -1, Y: -56, Z: 12
X: 20, Y: 0, Z: -30
X: -1, Y: -49, Z: -25
X: 16, Y: -19, Z: -34
X: 3, Y: -58, Z: -16
X: -35, Y: -38, Z: 32
X: -8, Y: -66, Z: -2
X: -3, Y: -66, Z: -17
X: 7, Y: -58, Z: 47
X: -5, Y: -37, Z: 8
X: 2, Y: -17, Z: -22
X: 13, Y: -64, Z: 19
X: 11, Y: -33, Z: 14
X: -7, Y: -15, Z: 51
X: 31, Y: -49, Z: -3
X: -21, Y: -42, Z: 10
X: 21, Y: -57, Z: 7
X: -20, Y: -23, Z: 24
X: -1, Y: -37, Z: 56
X: -19, Y: -57, Z: 15
X: 4, Y: -16, Z: 16
X: -10, Y: -24, Z: 21
X: -5, Y: -46, Z: 15
X: -23, Y: -51, Z: 35
X: -21, Y: -38, Z: 23
X: -25, Y: -16, Z: 14
X: 1, Y: -34, Z: 4
X: -14, Y: -36, Z: 34
X: -10, Y: -50, Z: 35
X: 0, Y: -32, Z: 16
X: -2, Y: -49, Z: 18
X: -1, Y: -91, Z: 5
X: -1, Y: -64, Z: 50
X: 2, Y: -25, Z: 25
X: 0, Y: -43, Z: 57
X: 1, Y: -17, Z: 22
X: -32, Y: -62, Z: 21
X: -17, Y: -40, Z: -4
X: -9, Y: -7, Z: -25
X: -11, Y: -1, Z: 30
X: -2, Y: -19, Z: 22
X: -30, Y: -27, Z: 35
X: -15, Y: -61, Z: 52
X: 4, Y: -18, Z: 20
X: -32, Y: -40, Z: 24
X: -4, Y: -35, Z: 27
X: -30, Y: -64, Z: 1
X: 11, Y: -18, Z: 17
X: -12, Y: -21, Z: 11
X: -48, Y: -59, Z: -16
X: 9, Y: -56, Z: 14
X: 12, Y: -62, Z: 9
X: -17, Y: -56, Z: 38
X: -45, Y: -24, Z: 30
X: -32, Y: -69, Z: -1
X: -19, Y: -55, Z: 31
X: 10, Y: -54, Z: 24
X: -21, Y: -54, Z: 14
X: -1, Y: -58, Z: 2
X: -9, Y: -24, Z: 11
X: 3, Y: -55, Z: 13
X: -17, Y: -27, Z: 14
X: 17, Y: -65, Z: 23
X: 4, Y: -6, Z: 4
X: -31, Y: -37, Z: 46
X: -9, Y: -55, Z: -15
X: 19, Y: -59, Z: 49
X: 9, Y: -64, Z: 32
X: -12, Y: -33, Z: 5
X: 14, Y: -33, Z: 37
X: -6, Y: -49, Z: 36
X: 9, Y: -36, Z: 24
X: 2, Y: -12, Z: 47
X: -10, Y: -19, Z: 0
X: 17, Y: -64, Z: 8
X: -7, Y: -24, Z: -4
X: -7, Y: -63, Z: 15
X: -2, Y: -80, Z: 6
X: -16, Y: -69, Z: 11
X: 6, Y: -84, Z: 30
X: -6, Y: -10, Z: -14
X: 0, Y: -15, Z: 13
X: 0, Y: -61, Z: 22
X: -21, Y: -32, Z: 28
X: 4, Y: -54, Z: 8
X: -15, Y: -81, Z: -28
X: 12, Y: -48, Z: -7
X: 15, Y: -14, Z: -3
X: -23, Y: -66, Z: 47
X: 8, Y: -24, Z: -14
X: -1, Y: -48, Z: 47
X: 9, Y: -59, Z: -2
X: -18, Y: -59, Z: 27
X: 15, Y: -72, Z: -5
X: -32, Y: -30, Z: 43
X: 10, Y: -34, Z: 6
X: 2, Y: -12, Z: -13
X: -15, Y: -42, Z: -7
X: 1, Y: -45, Z: -31
X: 27, Y: -51, Z: 27
X: -25, Y: -54, Z: 26
X: 8, Y: -34, Z: 2
X: -4, Y: -42, Z: -7
X: -15, Y: -34, Z: 19
X: -25, Y: -37, Z: 14
X: 2, Y: -18, Z: 4
X: -1, Y: -32, Z: -3
X: 23, Y: -28, Z: 17
X: -2, Y: -15, Z: 40
X: 7, Y: -70, Z: -30
X: -25, Y: -41, Z: 34
X: -26, Y: -30, Z: 36
X: 10, Y: -11, Z: 1
X: -19, Y: -26, Z: -3
X: 8, Y: -20, Z: 21
X: -4, Y: -18, Z: -32
X: 0, Y: -61, Z: 31
X: -10, Y: -27, Z: 9
X: -6, Y: -47, Z: 33
X: -6, Y: -36, Z: -16
X: -17, Y: -28, Z: -6
X: -5, Y: -53, Z: -15
X: -10, Y: -68, Z: 5
X: -9, Y: -48, Z: 42
X: -22, Y: -64, Z: 24
X: -25, Y: -43, Z: 8
X: -13, Y: -57, Z: 11
X: 12, Y: -58, Z: 17
X: -8, Y: -71, Z: 41
X: -4, Y: -81, Z: 12
X: 6, Y: -24, Z: 4
X: -4, Y: -54, Z: 8
X: -3, Y: -58, Z: 25
X: 10, Y: -27, Z: -11
X: 14, Y: -63, Z: 39
X: 11, Y: -44, Z: 2
X: 5, Y: -69, Z: 20
X: 10, Y: -18, Z: 28
X: -7, Y: -4, Z: 47
X: -8, Y: -52, Z: -5
X: -2, Y: -41, Z: 0
X: 7, Y: -54, Z: 12
X: 4, Y: -12, Z: -22
X: 10, Y: -43, Z: 29
X: -21, Y: -37, Z: 15
X: 11, Y: -82, Z: 14
X: 21, Y: -45, Z: -12
X: -19, Y: -45, Z: 15
X: -28, Y: -35, Z: 30
X: -6, Y: -27, Z: -27
X: 5, Y: -60, Z: 46
X: 4, Y: -13, Z: 3
X: 1, Y: -60, Z: 3
X: 8, Y: -31, Z: 3
X: -20, Y: -39, Z: 5
X: -32, Y: -32, Z: -7
X: 4, Y: -59, Z: -4
X: -19, Y: -61, Z: 10
X: -8, Y: -54, Z: 44
X: -35, Y: -4, Z: 27
X: -23, Y: -9, Z: 0
X: -19, Y: -39, Z: 21
X: -24, Y: -21, Z: 9
X: -23, Y: -55, Z: 17
X: -34, Y: -23, Z: 9
X: 0, Y: -79, Z: -14
X: -31, Y: -38, Z: -16
X: -4, Y: -34, Z: 11
X: -4, Y: -26, Z: -17
X: -29, Y: -21, Z: 32
X: 24, Y: -105, Z: -8
X: -19, Y: -37, Z: 36
X: 25, Y: -50, Z: -5
X: 1, Y: -90, Z: 17
X: 7, Y: -49, Z: 16
X: 0, Y: -12, Z: 30
X: 0, Y: -58, Z: -7
X: 0, Y: -36, Z: 0
X: 20, Y: -48, Z: 16
X: 21, Y: -38, Z: -1
X: 1, Y: -33, Z: -3
X: -8, Y: -43, Z: 42
X: -27, Y: -31, Z: 16
X: -3, Y: -62, Z: 25
X: -15, Y: -49, Z: 27
X: -7, Y: -57, Z: 28
X: 17, Y: -26, Z: 23
X: 2, Y: -48, Z: 14
X: -15, Y: -17, Z: -6
X: -29, Y: -56, Z: 30
X: 6, Y: -43, Z: 40
X: -25, Y: -65, Z: 0
X: -12, Y: -50, Z: -4
X: -8, Y: -18, Z: 1
X: 12, Y: -53, Z: 15
X: 4, Y: -52, Z: 43
X: 19, Y: -42, Z: -24
X: -5, Y: -81, Z: -20
X: 15, Y: -36, Z: 26
X: -6, Y: -83, Z: 18
X: -16, Y: -45, Z: 39
X: -17, Y: -41, Z: 13
X: 6, Y: -33, Z: 38
X: 32, Y: -17, Z: -29
X: 11, Y: -31, Z: -19
X: -1, Y: -44, Z: 19
X: 12, Y: -20, Z: 14
X: 8, Y: -55, Z: 32
X: 14, Y: -61, Z: 14
X: 15, Y: -40, Z: 36
X: -12, Y: -34, Z: 29
X: 31, Y: -22, Z: 5
X: -2, Y: -9, Z: 8
X: -13, Y: -45, Z: 21
X: 9, Y: -27, Z: 17
X: -6, Y: -26, Z: -20
X: -4, Y: -72, Z: -12
X: 16, Y: -9, Z: 28
X: -12, Y: -84, Z: 47
X: -10, Y: 14, Z: -21
X: -13, Y: -21, Z: 55
X: 12, Y: -48, Z: 1
X: -9, Y: -53, Z: 28
X: -3, Y: -22, Z: 43
X: -35, Y: -35, Z: 25
X: 7, Y: -69, Z: 20
X: -7, Y: -24, Z: -34
X: -10, Y: -38, Z: -6
X: -17, Y: -22, Z: 11
X: -2, Y: 34, Z: 11
X: 13, Y: -49, Z: 25
X: -19, Y: -35, Z: -3
X: -8, Y: -58, Z: 35
X: 2, Y: -57, Z: -4
X: -1, Y: -78, Z: -32
X: -24, Y: -11, Z: 43
X: 12, Y: -49, Z: -14
X: -7, Y: -32, Z: 17
X: -5, Y: -19, Z: -7
X: -23, Y: -40, Z: 33
X: -10, Y: -69, Z: 44
X: 11, Y: -30, Z: 35
X: -3, Y: -62, Z: 13
X: -20, Y: -53, Z: -8
X: 17, Y: -7, Z: 1
X: -6, Y: 1, Z: 33
X: 11, Y: -82, Z: 1
X: 5, Y: -24, Z: 20
X: -22, Y: -35, Z: 17
X: -9, Y: -71, Z: 8
X: 5, Y: -50, Z: 32
X: -15, Y: -11, Z: 26
X: 5, Y: -81, Z: 28
X: -19, Y: -1, Z: 10
X: -1, Y: -48, Z: 7
X: 11, Y: -85, Z: 24
X: -22, Y: -25, Z: 11
X: -6, Y: 13, Z: -2
X: -10, Y: -48, Z: 4
X: -17, Y: -76, Z: 32
X: -12, Y: -47, Z: 24
X: -1, Y: -46, Z: -5
X: -10, Y: -37, Z: 24
X: -33, Y: -50, Z: 15
X: -33, Y: -4, Z: -2
X: -2, Y: -61, Z: 19
X: -26, Y: -49, Z: 10
X: -6, Y: -62, Z: 3
X: 17, Y: -51, Z: -4
X: -56, Y: 11, Z: 7
X: 1, Y: -27, Z: -5
X: -12, Y: -43, Z: 14
X: 10, Y: -71, Z: -4
X: 7, Y: -44, Z: -11
X: -4, Y: -72, Z: 35
X: 5, Y: -25, Z: -22
X: -7, Y: 0, Z: 47
X: 6, Y: -47, Z: -1
X: -8, Y: -25, Z: 35
X: 6, Y: -50, Z: -11
X: -23, Y: -52, Z: 4
X: -21, Y: -62, Z: 25
X: -14, Y: -51, Z: 4
X: -34, Y: -43, Z: 19
X: -19, Y: 5, Z: -1
X: -5, Y: -16, Z: 25
X: 19, Y: -24, Z: -11
X: -3, Y: -3, Z: 17
X: -8, Y: -43, Z: -6
X: -10, Y: -54, Z: 52
X: -33, Y: -29, Z: 52
X: -14, Y: -36, Z: -7
X: -10, Y: -86, Z: 32
X: 1, Y: -58, Z: 4
X: -10, Y: -28, Z: 71
X: -8, Y: -37, Z: 21
X: -6, Y: -66, Z: 25
X: -7, Y: -66, Z: 16
X: -9, Y: -31, Z: -23
X: -4, Y: -41, Z: 42
X: 16, Y: -28, Z: -13
X: 0, Y: -60, Z: -13
X: 4, Y: -40, Z: -1
X: -14, Y: -22, Z: 30
X: 41, Y: -58, Z: -19
X: -8, Y: -49, Z: -13
X: 0, Y: -52, Z: -20
X: 17, Y: -60, Z: 16
X: 12, Y: 2, Z: 5
X: 4, Y: -39, Z: 20
X: 23, Y: -63, Z: -1
X: -9, Y: -63, Z: 8
X: -29, Y: -3, Z: 7
X: 1, Y: -33, Z: 35
X: 18, Y: -44, Z: -23
X: -15, Y: -50, Z: 2
X: -11, Y: -56, Z: 15
X: -5, Y: -65, Z: 10
X: 5, Y: -7, Z: 31
X: -9, Y: -18, Z: -6
X: 7, Y: -19, Z: -4
X: -5, Y: -45, Z: 7
X: 14, Y: 10, Z: 4
X: -41, Y: -31, Z: -50
X: -13, Y: -75, Z: 22
X: -37, Y: -32, Z: -4
X: -25, Y: -36, Z: 4
X: -18, Y: -43, Z: 18
X: -1, Y: -52, Z: -2
X: 4, Y: -63, Z: -31
X: 14, Y: -60, Z: 21
X: -7, Y: -10, Z: 20
X: -13, Y: -6, Z: 27
X: -6, Y: -10, Z: 34
X: -6, Y: -37, Z: 36
X: 0, Y: -33, Z: 2
X: 10, Y: -88, Z: -31
X: -21, Y: -66, Z: -18
X: -29, Y: -67, Z: 31
X: -18, Y: -42, Z: 13
X: -9, Y: -57, Z: -15
X: 3, Y: -65, Z: 18
X: -18, Y: -10, Z: 37
X: 15, Y: -36, Z: -5
X: 7, Y: -82, Z: -1
X: -11, Y: -34, Z: 22
X: -6, Y: -26, Z: 34
X: 1, Y: -56, Z: 1
X: -26, Y: -44, Z: 23
X: 10, Y: -20, Z: 17
X: 7, Y: -15, Z: -7
X: -14, Y: -16, Z: 2
X: -4, Y: -35, Z: 37
X: 6, Y: -20, Z: 11
X: 1, Y: -25, Z: 37
X: -1, Y: -52, Z: 27
X: 1, Y: -15, Z: -3
X: 2, Y: -55, Z: 45
X: -2, Y: -57, Z: -2
X: -16, Y: -11, Z: -18
X: -19, Y: -87, Z: 0
X: -14, Y: -63, Z: -1
X: 12, Y: -48, Z: 37
X: -6, Y: -35, Z: -27
X: -8, Y: -18, Z: 9
X: -14, Y: -51, Z: 17
X: 3, Y: -13, Z: -4
X: 21, Y: -48, Z: 13
X: 0, Y: 0, Z: 11
X: -12, Y: -38, Z: -10
X: -1, Y: -22, Z: -6
X: -10, Y: -64, Z: -14
X: -21, Y: -83, Z: 38
X: -10, Y: -59, Z: 1
X: 3, Y: -24, Z: -3
X: 4, Y: -78, Z: 11
X: -26, Y: -80, Z: 7
X: -2, Y: -24, Z: 14
X: -27, Y: -35, Z: 24
X: -14, Y: -23, Z: -30
X: -5, Y: -77, Z: 18
X: -12, Y: -40, Z: 8
X: 1, Y: -70, Z: 58
X: -33, Y: -40, Z: 17
X: -18, Y: -40, Z: 29
X: -24, Y: -27, Z: 1
X: -26, Y: -46, Z: 31
X: 17, Y: -89, Z: 30
X: -10, Y: -26, Z: 36
X: -17, Y: -49, Z: 29
X: 1, Y: -36, Z: 12
X: 6, Y: -53, Z: -9
X: -20, Y: -56, Z: 27
X: -14, Y: -42, Z: -8
X: 17, Y: -45, Z: 56
X: 2, Y: -83, Z: 40
X: -31, Y: -42, Z: 18
X: 8, Y: -70, Z: 25
X: 4, Y: -97, Z: 2
X: 12, Y: -17, Z: -22
X: -24, Y: -33, Z: 36
X: -7, Y: -21, Z: 11
X: -3, Y: -104, Z: 15
X: -18, Y: -36, Z: 6
X: -32, Y: -48, Z: 4
X: -20, Y: -39, Z: 32
X: -10, Y: -49, Z: 7
X: -25, Y: -43, Z: 23
X: 23, Y: -50, Z: 39
X: -38, Y: -30, Z: -2
X: 0, Y: -63, Z: 16
X: -4, Y: -91, Z: 23
X: -22, Y: -68, Z: 15
X: 15, Y: -43, Z: 12
X: -4, Y: -34, Z: 51
X: -5, Y: -60, Z: 32
X: 0, Y: -56, Z: 25
X: -39, Y: -74, Z: 18
X: -32, Y: -3, Z: 13
X: -11, Y: -32, Z: -2
X: 1, Y: -66, Z: -8
X: -2, Y: -36, Z: 24
X: 39, Y: -61, Z: -5
X: -13, Y: -28, Z: 4
X: -1, Y: -24, Z: 29
X: -11, Y: -59, Z: 24
X: -2, Y: -71, Z: 24
X: -5, Y: -47, Z: 49
X: -37, Y: -25, Z: 19
X: 2, Y: -62, Z: -1
X: 14, Y: -16, Z: 4
X: 9, Y: -38, Z: 19
X: -4, Y: -50, Z: 24
X: 16, Y: -25, Z: 14
X: -32, Y: -20, Z: 43
X: 0, Y: -35, Z: 7
X: -13, Y: -29, Z: 21
X: -17, Y: 6, Z: -13
X: -5, Y: -52, Z: 31
X: -25, Y: -50, Z: -9
X: 26, Y: -39, Z: 22
X: -8, Y: -14, Z: -1
X: 27, Y: -24, Z: -1
X: 0, Y: -70, Z: -23
X: -17, Y: -41, Z: 41
X: 3, Y: -11, Z: 6
X: -3, Y: -61, Z: 20
X: 30, Y: -65, Z: -32
X: 10, Y: -26, Z: 23
X: 14, Y: -31, Z: 13
X: 3, Y: -57, Z: 40
X: 4, Y: -68, Z: 10
X: -37, Y: -14, Z: 19
X: -7, Y: -6, Z: 34
X: 34, Y: -28, Z: 0
X: 15, Y: -17, Z: 32
X: 3, Y: -42, Z: 47
X: -7, Y: -41, Z: 10
X: -25, Y: -5, Z: 39
X: -4, Y: -36, Z: 37
X: 1, Y: -61, Z: 15
X: 23, Y: -36, Z: -5
X: -42, Y: -55, Z: -4
X: -3, Y: -59, Z: -24
X: -2, Y: -64, Z: 53
X: 10, Y: -57, Z: -4
X: 19, Y: -34, Z: 13
X: -30, Y: -34, Z: 2
X: 3, Y: -33, Z: 6
X: -5, Y: -8, Z: 6
X: 20, Y: -57, Z: 19
X: -7, Y: -18, Z: 48
X: -1, Y: -26, Z: 23
X: -8, Y: -17, Z: 46
X: 5, Y: -20, Z: 14
X: -13, Y: -33, Z: -8
X: -18, Y: -36, Z: 18
X: 17, Y: -84, Z: 27
X: -19, Y: -31, Z: 17
X: 18, Y: -93, Z: -12
X: -30, Y: -41, Z: 3
X: -12, Y: -51, Z: 61
X: -12, Y: -69, Z: 14
X: -16, Y: -35, Z: 28
X: -7, Y: -27, Z: 23
X: 8, Y: -57, Z: 15
X: 24, Y: -58, Z: 18
X: 10, Y: -47, Z: 9
X: 16, Y: -3, Z: 32
X: -3, Y: -15, Z: 8
X: -4, Y: -11, Z: 2
X: -6, Y: -35, Z: 3
X: 3, Y: -57, Z: 4
X: 10, Y: -50, Z: 16
X: 8, Y: 12, Z: 9
X: -20, Y: -47, Z: 46
X: -8, Y: -53, Z: -33
X: -12, Y: -58, Z: 0
X: 5, Y: -18, Z: -10
X: -9, Y: -46, Z: 46
X: -7, Y: -52, Z: -16
X: 0, Y: -40, Z: 34
X: 10, Y: -69, Z: 11
X: -16, Y: -60, Z: 33
X: -18, Y: -72, Z: 12
X: -2, Y: -24, Z: -6
X: 1, Y: -6, Z: -5
X: -26, Y: 3, Z: 19
X: -10, Y: 7, Z: 39
X: -33, Y: -7, Z: -2
X: -32, Y: -49, Z: 1
X: 3, Y: -28, Z: 38
X: -9, Y: -49, Z: -14
X: -7, Y: -27, Z: -12
X: 21, Y: -16, Z: -22
X: 4, Y: -46, Z: 39
X: -7, Y: -45, Z: 35
X: 5, Y: -31, Z: 23
X: 9, Y: -44, Z: 18
X: -14, Y: -50, Z: 13
X: -11, Y: -63, Z: 22
X: 13, Y: -56, Z: 3
X: -12, Y: -49, Z: 20
X: 7, Y: -19, Z: 26
X: -31, Y: -38, Z: -17
X: 11, Y: -96, Z: 28
X: -5, Y: -44, Z: 2
X: -3, Y: -59, Z: 4
X: -9, Y: -5, Z: 5
X: -26, Y: -59, Z: 26
X: 3, Y: -50, Z: -23
X: 7, Y: -66, Z: 45
X: -7, Y: -35, Z: 32
X: -12, Y: -34, Z: 32
X: -25, Y: -50, Z: 28
X: 8, Y: -63, Z: 2
X: -12, Y: -25, Z: 1
X: 5, Y: -30, Z: 15
X: -21, Y: -43, Z: 26
X: 14, Y: -39, Z: 3
X: -15, Y: 4, Z: -3
X: -9, Y: -49, Z: -10
X: -17, Y: -31, Z: -5
X: 0, Y: -36, Z: -47
X: 1, Y: -38, Z: 18
X: -12, Y: -45, Z: -6
X: -11, Y: -36, Z: 4
X: -28, Y: -61, Z: 4
X: 9, Y: -47, Z: 12
X: -10, Y: -52, Z: 39
X: -14, Y: -32, Z: 42
X: 11, Y: -16, Z: -7
X: 5, Y: -46, Z: 33
X: 9, Y: -35, Z: 14
X: -25, Y: -38, Z: 57
X: -1, Y: -27, Z: -22
X: -16, Y: -41, Z: 20
X: -28, Y: -52, Z: 4
X: -32, Y: -38, Z: -14
X: 21, Y: -47, Z: -1
X: -20, Y: -35, Z: 22
X: -6, Y: -36, Z: 59
X: 6, Y: -16, Z: 44
X: 11, Y: -23, Z: 8
X: -9, Y: -10, Z: 30
X: -5, Y: -39, Z: 67
X: 9, Y: -43, Z: 5
X: 13, Y: -38, Z: -14
X: -27, Y: -26, Z: -8
X: -32, Y: -7, Z: 21
X: -18, Y: -41, Z: -9
X: 2, Y: 8, Z: -2
X: -15, Y: -69, Z: 25
X: -15, Y: -88, Z: 22
X: -13, Y: -22, Z: -11
X: -15, Y: -13, Z: 49
X: -20, Y: -42, Z: 11
X: -26, Y: -56, Z: 14
X: 11, Y: -12, Z: -19
X: -21, Y: -26, Z: -3
X: -10, Y: -30, Z: -7
X: -11, Y: -24, Z: 2
X: -21, Y: -6, Z: 50
X: -30, Y: -50, Z: 42
X: -17, Y: -36, Z: -4
X: -3, Y: -31, Z: 46
X: -1, Y: -6, Z: 16
X: -9, Y: -91, Z: 0
X: -19, Y: -14, Z: 18
X: -1, Y: -63, Z: -21
X: -17, Y: -40, Z: 25
X: 1, Y: -36, Z: 30
X: -39, Y: -42, Z: -14
X: 22, Y: -28, Z: 9
X: 14, Y: -47, Z: 7
X: 6, Y: -23, Z: -5
X: -20, Y: -38, Z: 31
X: 4, Y: -94, Z: -8
X: -29, Y: -34, Z: 26
X: -13, Y: -53, Z: 2
X: -3, Y: -56, Z: 5
X: -33, Y: -19, Z: -12
X: 23, Y: -50, Z: 37
X: -30, Y: -28, Z: 7
X: -19, Y: -42, Z: 28
X: -20, Y: -25, Z: 6
X: -17, Y: -73, Z: 0
X: 2, Y: -43, Z: 47
X: -14, Y: -63, Z: 23
X: -9, Y: -24, Z: 15
X: 6, Y: -64, Z: 28
X: -19, Y: -18, Z: 35
X: -20, Y: -49, Z: -28
X: -29, Y: -43, Z: -1
X: -10, Y: -59, Z: 9
X: -6, Y: -20, Z: -2
X: 0, Y: 8, Z: 30
X: -21, Y: -27, Z: 34
X: -4, Y: -4, Z: 12
X: -2, Y: -20, Z: 16
X: -21, Y: -25, Z: 37
X: -9, Y: -52, Z: -17
X: -17, Y: -50, Z: -5
X: 24, Y: -45, Z: -15
X: 0, Y: -61, Z: -11
X: 25, Y: -45, Z: -8
X: -5, Y: -52, Z: 3
X: -5, Y: -33, Z: 22
X: 0, Y: -82, Z: 32
X: -17, Y: -31, Z: -8
X: 9, Y: -46, Z: 9
X: 17, Y: -56, Z: 3
X: -15, Y: -85, Z: 32
X: -6, Y: 7, Z: 17
X: -8, Y: -37, Z: -34
X: 22, Y: -76, Z: -2
X: 14, Y: -42, Z: -30
X: 11, Y: -72, Z: 5
X: 2, Y: -63, Z: -36
X: 6, Y: -35, Z: 25
X: -11, Y: -25, Z: 36
X: -4, Y: -43, Z: 11
X: 10, Y: -45, Z: -5
X: -9, Y: -61, Z: 10
X: -25, Y: -54, Z: -13
X: 15, Y: -39, Z: 12
X: -9, Y: -3, Z: 9
